%Time, Value
12:51:28, 2.51
12:51:28, -6.6
12:51:28, -14.7
12:51:28, -13.3
12:51:28, -3.85
12:51:28, 5.8
12:51:28, 7.71
12:51:28, -3.84
12:51:28, -23.3
12:51:28, -33
12:51:28, -22.1
12:51:28, 4.58
12:51:28, 36.6
12:51:28, 61.4
12:51:28, 65.2
12:51:28, 43.6
12:51:28, 10.7
12:51:28, -6.6
12:51:28, 7.75
12:51:28, -3.44
12:51:28, 3.77
12:51:28, -16.6
12:51:28, -37.9
12:51:28, -38.5
12:51:28, -24.9
12:51:28, -12.8
12:51:28, -8.3
12:51:28, -9.15
12:51:28, -12.5
12:51:28, -16.5
12:51:28, -17.7
12:51:28, -11.1
12:51:28, 0.526
12:51:28, 3.83
12:51:28, -4.82
12:51:28, -6.32
12:51:28, 15.1
12:51:28, 43.7
12:51:28, 52.2
12:51:28, 43.5
12:51:28, 41.8
12:51:28, 49.6
12:51:28, 49.4
12:51:28, 39.8
12:51:28, 33.3
12:51:28, 28
12:51:28, 12
12:51:28, -9.07
12:51:28, -11.9
12:51:28, 15.3
12:51:28, 51.8
12:51:28, 63.7
12:51:28, 49
12:51:28, 44.5
12:51:28, 74.2
12:51:28, 112
12:51:28, 113
12:51:28, 74
12:51:28, 36.2
12:51:28, 35.7
12:51:28, 53.6
12:51:28, 45.3
12:51:28, 10.2
12:51:28, -8.06
12:51:28, 6.83
12:51:28, 24.1
12:51:28, 22.1
12:51:28, 18.4
12:51:28, 27.4
12:51:28, 27.5
12:51:28, -2.08
12:51:28, -37.1
12:51:28, -37.3
12:51:28, -6.83
12:51:28, 13.3
12:51:28, 5.14
12:51:28, -11
12:51:28, -11.8
12:51:28, 3.1
12:51:28, 15.7
12:51:28, 12.7
12:51:28, 4.23
12:51:28, 5.18
12:51:28, 10.2
12:51:28, -19.3
12:51:28, -67.7
12:51:28, -103
12:51:28, -112
12:51:28, -107
12:51:28, -92
12:51:28, -70
12:51:28, -63.2
12:51:28, -89.9
12:51:28, -134
12:51:28, -162
12:51:28, -152
12:51:28, -113
12:51:28, -74.7
12:51:28, -68
12:51:28, -89.2
12:51:28, -102
12:51:28, -89.9
12:51:28, -69.1
12:51:28, -49.3
12:51:28, -20.8
12:51:28, 11.5
12:51:28, 27
12:51:28, 21.5
12:51:28, 3.33
12:51:28, -27.2
12:51:28, -63.7
12:51:28, -82.2
12:51:28, -67.2
12:51:28, -34.9
12:51:28, -13.1
12:51:28, -12.3
12:51:28, -22.5
12:51:28, -24.8
12:51:28, -6.03
12:51:28, 26.8
12:51:28, 49.4
12:51:28, 47.9
12:51:28, 37.5
12:51:28, 41.2
12:51:28, 56.6
12:51:28, 57.4
12:51:28, 37.4
12:51:28, 28.6
12:51:28, 51.5
12:51:28, 75.7
12:51:28, 66.8
12:51:28, 39.3
12:51:28, 26.5
12:51:28, 24.3
12:51:28, 8.82
12:51:28, -7.74
12:51:28, 8.83
12:51:28, 46.9
12:51:28, 53.3
12:51:28, 17.6
12:51:28, -8.74
12:51:28, 5.66
12:51:28, 26.1
12:51:28, 16.9
12:51:28, -0.804
12:51:28, 5.61
12:51:28, 22
12:51:28, 39
12:51:28, 14.5
12:51:28, -1.33
12:51:28, -0.428
12:51:28, 5.79
12:51:28, 13.6
12:51:28, 24.5
12:51:28, 28.7
12:51:28, 18.5
12:51:28, 6.05
12:51:28, 4.51
12:51:28, 8.6
12:51:28, 10.9
12:51:28, 16.4
12:51:28, 26.2
12:51:28, 30.2
12:51:28, 23
12:51:28, 9.15
12:51:28, -2.56
12:51:28, -1.41
12:51:28, 14.3
12:51:28, 26.5
12:51:28, 17.3
12:51:28, -3.09
12:51:28, -9.83
12:51:28, -1.6
12:51:28, -2.64
12:51:28, -22.2
12:51:28, -34.2
12:51:28, -17
12:51:28, 6.81
12:51:28, 4.33
12:51:28, -14.4
12:51:28, -17.2
12:51:28, -4.32
12:51:28, 3.49
12:51:28, 7.86
12:51:28, 21.6
12:51:28, 35.7
12:51:28, 33.1
12:51:28, 12
12:51:28, -16.2
12:51:28, -33.6
12:51:28, -24
12:51:28, 4.05
12:51:28, 17.4
12:51:28, -0.625
12:51:28, -30.4
12:51:28, -47.9
12:51:28, -51.6
12:51:28, -48.7
12:51:28, -38.2
12:51:28, -22
12:51:28, -11.5
12:51:28, -10.9
12:51:28, -10.9
12:51:28, -11.1
12:51:28, -26.7
12:51:28, -51.1
12:51:28, -40
12:51:28, 25.3
12:51:28, 87.1
12:51:28, 82.2
12:51:28, 38.8
12:51:28, 48.4
12:51:28, 79
12:51:28, 93.2
12:51:28, 74.3
12:51:28, 62.6
12:51:28, 77.4
12:51:28, 89.3
12:51:28, 77.1
12:51:28, 60.1
12:51:28, 60.2
12:51:28, 70.2
12:51:28, 75.6
12:51:28, 78.2
